LRN;Röblingen am See;Röblingen am See;Bf
LROD;Rodleben;Rodleben;Bft
LROI;Roitzsch (Kr Bitterfeld);Roitzsch;Bf
LRP;Roßlau Pbf;Roßlau Pbf;Bft
LRTB;Wernigerode Rautenbach;Rautenbach;Anst
LRW;Rathenow;Rathenow;Bf
LRWN;Rathenow Nord;Rathenow Nord;NE-Hp
LS;Stendal Hauptbahnhof;Stendal Hbf;Bf
LS G;Stendal Gbf;Stendal Gbf;Bft
LS V;Stendal Vorbahnhof Bft;Stendal Vor Bft;Bft
LSAD;Sachsendorf (b Calbe);Sachsendorf(Cal);Bf
LSB;Schönebeck (Elbe);Schönebeck(Elbe);Bf
LSB G;Schönebeck (Elbe) Gbf;Schöneb (E) Gbf;Bft
LSBA;Schönebeck (Elbe) Sprengstoffwerk;Schb Sprengstoff;Anst
LSBE;Schönebeck-Bad Salzelmen;Schb-Salzelmen;Bf
LSBG;Schanzberg;Schanzberg;Awanst
LSBR;Halle Steintorbrücke;Steintorbrücke;Bft
LSBT;Saubachtal;Saubachtal;Bf
LSCR;Schierke;Schierke;NE-Bf
LSD;Schkeuditz;Schkeuditz;Bf
LSD L;Schkeuditz Luftfrachtumschlagbahnhof;Schkeuditz LUB;Bft
LSD U;Schkeuditz Übergabegleis;Schkeuditz Ügl;Bft
LSEE;Tornitz Seehof;Seehof Abzw;Abzw
LSEL;Leipzig Olbrichtstraße;Lpz Olbrichtstr;Bft
LSF;Staßfurt;Staßfurt;Bf
LSF G;Staßfurt Gbf;Staßfurt Gbf;Bft
LSGL;Straßberg-Glasebach;Straßberg-Glaseb;NE-Hp
LSH;Schönhausen (Elbe);Schönhausen (E);Bf
LSHH;Schönhausen HGV;Schönhausen HGV;Bf
LSHW;Schönhausen West Abzw;Schön West Abzw;Abzw
LSIB;Silberhütte (Anh);Silberhütte Anh;NE-Bf
LSK;Solpke;Solpke;Bf
LSL;Sandersleben (Anh);Sandersleben Anh;Bf
LSM;Schönhauser Damm;Schönhauser Damm;Bf
LSOR;Sorge;Sorge;NE-Hp
LSP;Schkopau;Schkopau;Bf
LSPH;Sophienhof HSB;Sophienhof HSB;NE-Hp
LSR;Steinerne Renne;Steinerne Renne;NE-Bf
LSTE;Sternhaus-Ramberg;Sternh-Ramberg;NE-Bf
LSTF;Stumsdorf;Stumsdorf;Bf
LSTH;Sternhaus-Haferfeld;Sternhaus-Haferf;NE-Hp
LSTI;Stiege;Stiege;NE-Bf
LSTK;Ströbeck;Ströbeck;Awanst
LSTL;Staffelde;Staffelde;Abzw
LSTR;Straßberg (Harz);Straßberg Harz;NE-Bf
LSUE;Halle-Südstadt;Südstadt;Bf
LSUEA;Halle-Südstadt Bft Sa;Südstadt Bft Sa;Bft
LSVS;Leipzig Slevogtstraße;Lpz Slevogtstr;Bft
LSW;Salzwedel;Salzwedel;Bf
LSW G;Salzwedel Gbf;Salzwedel Gbf;Bft
LSWQ;Brandenbg-Altst Stahl-und Walzwerk Quenz;Bn Alt Sww Quenz;NE-Bft
LT;Theißen;Theißen;Bf
LTC;Taucha (b Leipzig);Taucha (b Lpz);Bf
LTF;Tiefenbachmühle;Tiefenbachmühle;NE-Hp
LTG;Torgau;Torgau;Bf
LTG E;Torgau (Et);Torgau (Et);Bft
LTH;Tangerhütte;Tangerhütte;Bf
LTH B;Tangerhütte Betriebsbahnhof;Tangerhütte Bbf;Bft
LTL;Thale Hbf;Thale Hbf;Bf
LTN;Tornitz;Tornitz;Abzw
LTT;Teutschenthal;Teutschenthal;Bf
LUBG;Unterberg;Unterberg;NE-Anst
LUS;Uchtspringe;Uchtspringe;Bf
LVG;Vinzelberg;Vinzelberg;Bf
LW;Lutherstadt Wittenberg Hbf;Lu Wittenberg;Bf
LWAE;Wählitz Werkbf;Wählitz Werkbf;NE-Bf
LWBU;Webau;Webau;Bf
LWD;Wernigerode Hauptbahnhof;Wernigerode Hbf;Bf
LWDH;Wernigerode-Hasserode;Werniger Hassero;NE-Bf
LWDK;Wernigerode Hochschule Harz;Wernig HS Harz;NE-Hp
LWDM;Wuster Damm Abzw;Wuster Damm Abzw;Abzw
LWDT;Wernigerode Westerntor;Wernigerode West;NE-Bf
LWEG;Wegeleben;Wegeleben;Bf
LWF;Wefensleben;Wefensleben;Bf
LWI;Wiederitzsch;Wiederitzsch;Bf
LWLS;Wolmirstedt;Wolmirstedt;Bf
LWN;Halle Wohnstadt Nord;Wohnstadt Nord;Bft
LWO;Wolfen (Kr Bitterfeld);Wolfen (Kr Bitt);Bf
LWOF;Wolfsfelde;Wolfsfelde;Abzw
LWP;Lutherstadt Wittenberg-Piesteritz;Lu Wb-Piesteritz;Bf
LWPW;Lutherstadt Wittenberg-Piesteritz Werkbf;Lu Wb-Pieste Wbf;Bf
LWPWN;Lu Wittenberg-Piesteritz Werkbf Nordwerk;Pieste Wbf Nord;Bft
LWPWO;Lu Wittenberg-Piesteritz Werkbf Ostseite;Lu Wb-P Wbf Ost;Bft
LWPWS;Lu Wittenberg-Piesteritz Werkbf Südwerk;Pieste Wbf Süd;Bft
LWPWW;Lu Wittenberg-Piesteritz Werkbf West;Lu Wb-P Wbf West;Bft
LWT;Werkleitz;Werkleitz;Abzw
LWUZ;Wusterwitz;Wusterwitz;Bf
LWWZ;Wallwitz (Saalkr);Wallwitz(Saalkr);Bf
LWZ;Wurzen;Wurzen;Bf
LWZE;Wetterzeube;Wetterzeube;Bf
LZ;Zeitz;Zeitz;Bf
LZ G;Zeitz Gbf;Zeitz Gbf;Bft
LZA;Zahna;Zahna;Bf
LZAA;Zauschwitz (Abzw);Zauschwitz Abzw;Abzw
LZI;Zielitz;Zielitz;Bf
LZI Z;Zielitz Stw B2;Zielitz Stw B2;Bft
LZIK;Zielitz Kaliwerk;Zielitz Kaliwerk;Bft
LZN;Zerben;Zerben;Bft
LZZN;Zeitz Abzw Zn;Zeitz Abzw Zn;Abzw
MA;Augsburg Hbf;Augsburg Hbf;Bf
MA B;Augsburg Hbf (Bbf Süd);Augsb Hbf/Bbf S;Bft
MA M;Augsburg Rbf Mitte;Augsb Rbf Mitte;Bft
MA N;Augsburg Rbf Nord;Augsb Rbf Nord;Bft
MA S;Augsburg Rbf Süd;Augsburg Rbf Süd;Bft
MABG;Abensberg;Abensberg;Bf
MABI;Ingolstadt Bayernwerk;Bayernwerk/b Ing;Awanst
MABO;Oberbachern;Oberbachern;Anst
MABY;Ottenhofen Bayernwerk (Markt Schwaben);Bayernw/M Schwab;Awanst
MADF;Dingolfing BMW Dynamikzentrum;BMW Dynamikzentr;Awanst
MADG;Dorfgütingen Deichmann;Deichmann;NE-Anst
MADS;Dingolfing PA Scholz;PA Scholz;Awanst
MAED;Traunstein Edeka;Edeka/b Traunst;Anst
MAES;Weißenhorn Eschach;Eschach/Weißenh;NE-Hp
MAF;Altdorf (Niederbay);Altdorf/Nbay;Anst
MAFB;München Friedenheimer Brücke;Mü Friedenhei Br;Bft
MAFU;Füssen Stadt Füssen;Stadt Füssen;Awanst
MAFW;Feldkirchen-Westerham;Feldkirchen-West;Awanst
MAG;Aßling (Oberbay);Aßling/Obb;Bf
MAGB;Anglberg;Anglberg;Bf
MAHA;Augsburg Haunstetterstraße;Augsb Haunst str;Bft
MAHI;Augsburg Hirblinger Straße;Augsb Hirbl Str;Bft
MAHL;Schongau Awanst Haindl;Haindl/Schongau;Awanst
MAHN;Ahrain;Ahrain;Bf
MAHU;Heimstetten Hausladen/Barth;Hauslad-Ba/Feldk;Awanst
MAHZ;Augsburg-Hochzoll;Augsb-Hochzoll;Bf
MAHZF;Augsburg-Hochzoll Abzweig;Augsb-Hochz Abzw;Bft
MAI;Aichach;Aichach;Bf
MAID;Aindorf;Aindorf;NE-Hp
MAIE;Ernsgaden Isar-Amperwerke;Isar-Amperw/Egad;Anst
MAIL;Aipl;Aipl;NE-Hp
MAKD;Mindelheim Anst Kleiner;Kleiner/Mindelh;Awanst
MAKI;Niederaichbach Kernkraftwerk Isar;Kernkraftw Isar;Awanst
MAKN;München Kanal;München Kanal;Abzw
MAKR;Traunstein Kreiller;Traunst Kreiller;Awanst
MALD;Landl (Oberbay) Abzw;Landl (Obb) Abzw;Abzw
MALI;Lindau-Aeschach Abzw;Li-Aeschach Abzw;Bft
MALS;München Landsberger Straße;Mü Landsbger Str;Abzw
MAMG;Amerang;Amerang;NE-Bf
MAMS;Augsburg Morellstraße;Augsb Morellstr;Bft
MAMT;Altomünster;Altomünster;Bf
MANE;Altenerding;Altenerding;Bft
MANG;Neuburg-Grünau (b Neuburg/D);Neuburg-Grünau;Awanst
MANH;München-Neuhausen;Mü-Neuhausen;Abzw
MANL;München-Neulustheim;Mü-Neulustheim;Abzw
MANY;München-Nymphenburg;Mü-Nymphenburg;Abzw
MAOB;Augsburg-Oberhausen;Augsb-Oberhausen;Bft
MAOBU;Augsburg-Oberhausen UBF;Augsb-Oberh UBF;Bft
MAOZ;München-Obermenzing Abzw;Mü-Obermenz Abzw;Abzw
MAPF;Ampfing;Ampfing;Bf
MAPL;Planegg Awanst;Planegg Awanst;Awanst
MAR;Augsburg Ring;Augsburg Ring;NE-Bf
MARM;Dinkelsbühl Rettenmeier;Dinkelsb Rettenm;NE-Anst
MARS;Rosenheim Süd;Rosenheim Süd;Bft
MART;Rosenheim Ost;Rosenheim Ost;Bft
MASE;Ingolstadt Schmidtmühle;Schmidtmühle;Abzw
MASH;Karlskron Scherm;Scherm;Awanst
MASI;Altenstadt (Iller);Altenstadt/Iller;Bf
MASL;Asch-Leeder;Asch-Leeder;Anst
MAST;Traunstein Stadt;Traunstein Stadt;Awanst
MAT;Altötting;Altötting;Bf
MATH;Altheim (Niederbay);Altheim/Nbay;Bf
MATS;Altstädten (Allgäu);Altstädten/Allg;Bf
MAUH;Auhausen;Auhausen;NE-Hp Anst
MAW;Augsburg West;Augsburg West;NE-Bf
MAY;Aying;Aying;Bf
MBAB;Baierbrunn;Baierbrunn;Bf
MBAE;Baar-Ebenhausen;Baar-Ebenhausen;Bf
MBAI;Bad Aibling;Bad Aibling;Bf
MBAU;Buchenau (Oberbay);Buchenau/Obb;Bf
MBB;Brannenburg;Brannenburg;Bf
MBEF;Bad Endorf (Oberbay);Bad Endorf (Obb);Bf
MBG;Berchtesgaden Hbf;Berchtesgad Hbf;Bf
MBGH;Burgheim;Burgheim;Bf
MBGU;Burgau (Schwab);Burgau (Schwab);Bf
MBI;Bischofswiesen;Bischofswiesen;Bf
MBIB;Bad Birnbach;Bad Birnbach;Bf
MBIC;Bichl;Bichl;Bf
MBIH;Biessenhofen;Biessenhofen;Bf
MBIHA;Biessenhofen Abzweig;Biessenhofen Abz;Bft Abzw
MBKG;Bad Kohlgrub;Bad Kohlgrub;Bf
MBLH;Blaichach (Allgäu);Blaichach/Allgäu;Bf
MBLM;Blindheim;Blindheim;Bf
MBOB;Bobingen;Bobingen;Bf
MBRL;Bad Reichenhall;Bad Reichenhall;Bf
MBRM;Bruckmühl;Bruckmühl;Bf
MBT;Bad Tölz;Bad Tölz;Bf
MBU;Buchloe;Buchloe;Bf
MBUH;Burghausen;Burghausen;Bf
MBZ;Bayrischzell;Bayrischzell;Bf
MCRO;Cronheim;Cronheim;NE-Hp Anst
MDA;Dachau Bahnhof;Dachau Bahnhof;Bf
MDAG;Dasing;Dasing;Bf
MDF;Dietfurt (Rott);Dietfurt (Rott);Awanst
MDFG;München-Daglfing;München-Daglfing;Bf
MDFN;Dorfen Bahnhof;Dorfen Bahnhof;Bf
MDIF;Dingolfing;Dingolfing;Bf
MDIL;Dillingen (Donau);Dillingen/Donau;Bf
MDIN;Dießen;Dießen;Bf
MDKB;Dinkelsbühl;Dinkelsbühl;NE-Hp Anst
MDKL;Denklingen (Schwab);Denklingen/Schw;Anst
MDKS;Dinkelscherben;Dinkelscherben;Bf
MDRD;Dietmannsried;Dietmannsried;Bf
MDS;Deisenhofen;Deisenhofen;Bf
MDT;Donauwörth;Donauwörth;Bf
MDUH;Durach;Durach;Bf
MDZ;Dürrenzimmern;Dürrenzimmern;NE-Hp Anst
MEB;Eichstätt Bahnhof;Eichstätt Bf;Bf
MEBS;Ebenhausen-Schäftlarn;Ebenhsn-Schäftl;Bf
MECH;Eschenlohe;Eschenlohe;Bf
MEG;Ebersberg (Oberbay);Ebersberg/Obb;Bf
MEGF;Eggenfelden;Eggenfelden;Bf
MEGK;Egglkofen;Egglkofen;Bf
MEGM;Eggmühl;Eggmühl;Bf
MEIB;Eibsee;Eibsee;NE-Bf
MELG;Egling;Egling;Bf
MENW;Enzisweiler;Enzisweiler;Bf
MEPH;Epfenhausen;Epfenhausen;Awanst
MER;Erding;Erding;Bf
MERN;Ernsgaden;Ernsgaden;Abzw
MESW;Ingolstadt Esso Werkbf;Esso Werkbf;Bf
METG;Ettringen;Ettringen;NE-Bf
MEWG;Erdweg;Erdweg;Bf
MFB;Fürstenfeldbruck;Fürstenfeldbruck;Bf
MFCH;Farchant;Farchant;Bf
MFDB;Friedberg (b Augsburg);Friedberg/Augsbg;Bf
MFDF;Fridolfing;Fridolfing;Bf
MFE;München-Feldmoching;Mü-Feldmoching;Bf
MFH;München-Freiham;München-Freiham;Bf
MFHB;München Flughafen Besucherpark;Flh Mü Besucherp;Bft
MFHM;München Flughafen;Flughf München;Bf
MFHT;München Flughafen Terminal;Flh Mü Terminal;Bft
MFHW;München Flughafen West;Flh München West;Bft
MFI;Fischbach (Inn);Fischbach (Inn);Bf
MFIS;Fischach (Schwab);Fischach/Schwab;NE-Bf
MFK;Feldkirchen (b München);Feldkirchen b Mü;Bf
MFL;Freilassing;Freilassing;Bf
MFM;München-Freimann;München-Freimann;Bf
MFMK;Frontenhausen-Marklkofen;Frontenhsn-Markl;Bf
MFN;Fischen;Fischen;Bf
MFNS;Neu-Ulm Finninger Straße;Finninger Straße;Bft
MFR;Freising;Freising;Bf
MFRD;Fremdingen;Fremdingen;NE-Bf
MFSN;Füssen;Füssen;Bf
MFTL;München Flughafen Tanklager;Flh Mü Tanklager;Bft
MFWG;Feuchtwangen;Feuchtwangen;NE-Hp Anst
MFZL;Fürstenzell;Fürstenzell;Bf
MGA;Garching (Alz);Garching (Alz);Bf
MGAL;Gablingen;Gablingen;Bf
MGB;Grafing Bahnhof;Grafing Bahnhof;Bf
MGCH;Gilching-Argelsried;Gilching-Argelsr;Bf
MGE;Geltendorf;Geltendorf;Bf
MGF;Grafrath;Grafrath;Bf
MGH;Gaimersheim;Gaimersheim;Bf
MGHB;Garmisch-Partenkirchen Hausberg;Hausberg;NE-Hp
MGHF;Gersthofen;Gersthofen;Bf
MGHN;Gessertshausen;Gessertshausen;Bf
MGHS;Geisenhausen;Geisenhausen;Bf
MGI;München-Giesing;München-Giesing;Bft
MGIF;München Ost Frankenwaldstraße;Mü O Frankenwstr;Bft
MGKN;Gangkofen;Gangkofen;Anst
MGL;Westerringen Malteurop;Malteurop;Awanst
MGLG;Geiselhöring;Geiselhöring;Bf
MGLH;Gerlenhofen;Gerlenhofen;Bf
MGMD;Gmund (Tegernsee);Gmund(Tegernsee);NE-Bf
MGMF;Gmund-Finsterwald;Gmund-Finsterw;NE-Hp
MGNB;Bad Grönenbach;Bad Grönenbach;Bf
MGNZ;Günzach;Günzach;Bf
MGO;Großhesselohe;Großhesselohe;Bf
MGOI;Großhesselohe Isartalbahnhof;Großh-lohe Isar;Bft
MGP;Garmisch-Partenkirchen;Garmisch-Partenk;Bf
MGP Z;Garmisch-Partenkirchen Zugspitzbahn;Zugspitzbahn;NE-Bf
MGRI;Griesen (Oberbay);Griesen (Obb);Bf
MGRN;Grainau;Grainau;NE-Bf
MGRO;Großaitingen;Großaitingen;Awanst
MGT;Gauting;Gauting;Bf
MGUF;Gundelfingen (Bay);Gundelfingen/Bay;Bf
MGUW;Gumpenweiler;Gumpenweiler;NE-Anst
MGZB;Günzburg;Günzburg;Bf
MH;München Hbf;München Hbf;Bf
MH B;München Hbf Betriebshof/ICE-Werk;Mü Betrh/ICE-W;Bft
MH N;München Hbf Gleis 27-36;Mü Hbf Gl.27-36;Bft
MH W;München Hbf Vorstellgruppe Süd;Mü Hbf Vorst.Süd;Bft
MHAB;München Hackerbrücke;Mü Hackerbrücke;Bf
MHAM;Hamlar;Hamlar;Bf
MHAU;Hammerau;Hammerau;Bf
MHDT;Höchstädt (Donau);Höchstädt/Donau;Bf
MHEB;Herbertshofen Süd;Herbertshofen S;Bf
MHEU;Heufeld;Heufeld;Bf
MHFG;Hufschlag Abzw;Hufschlag Abzw;Abzw
MHGZ;Hergatz;Hergatz;Bf
MHH;Hofham;Hofham;Awanst
MHI;Herrsching;Herrsching;Bf
MHLF;Halfing;Halfing;NE-Bf
MHLK;Hörlkofen;Hörlkofen;Bf
MHMB;Hammersbach;Hammersbach;NE-Hp
MHMG;Heimertingen;Heimertingen;Bf
MHO;Holzkirchen;Holzkirchen;Bf
MHOB;Hohenbrunn;Hohenbrunn;Bf
MHPD;Hörpolding;Hörpolding;Bf
MHPW;München Heimeranplatz West;Mü Heim Pl West;Bf
MHR;Haar;Haar;Bf
MHRG;Harburg (Schwab);Harburg (Schwab);Bf
MHRK;Höllriegelskreuth;Höllriegelskr;Bf
MHSB;Höhenkirchen-Siegertsbrunn;Höhenkrchn-Siegb;Bf
MHTM;Hallthurm;Hallthurm;Bf
MHUG;Huglfing;Huglfing;Bf
MHUS;Huldsessen;Huldsessen;Awanst
MIC;Icking;Icking;Bf
MIH;Ingolstadt Hbf;Ingolstadt Hbf;Bf
MIH S;Ingolstadt Hbf Ein-/Ausfahrt Süd;Ingolstadt E/A S;Bft
MIHN;Ichenhausen;Ichenhausen;Bf
MILT;Illertissen;Illertissen;Bf
MIMS;Immenstadt;Immenstadt;Bf
MIN;Ingolstadt Nord;Ingolstadt Nord;Bf
MINA;Ingolstadt Nord Audi;Ingolst.N Audi;Anst
MINI;Inningen;Inningen;Bf
MINU;Ingolstadt Nord Ubf;Ingolst Nord Ubf;Bf
MIS;Ismaning;Ismaning;Bf
MISD;Ingolstadt Sandrach;Ingol Sandrach;Abzw
MIT;München Isartor;Mü Isartor;Bf
MJBS;Jodbad Sulzbrunn;Jodbad Sulzbrunn;Bf
MJK;München-Johanneskirchen;Mü-Johanneskir;Bf
MKAT;Kastl (Oberbay);Kastl (Obb);Bf
MKBN;Kaltenbrunn (Oberbay);Kaltenbrunn/Obb;Bf
MKCH;Kochel;Kochel;Bf
MKF;München-Karlsfeld;München-Karlsf;Bf
MKFB;Kaufbeuren;Kaufbeuren;Bf
MKFG;Kaufering;Kaufering;Bf
MKI;Kiefersfelden;Kiefersfelden;Bf
MKIG;Kinding (Altmühltal);Kinding;Bf
MKIN;Kinsau;Kinsau;Anst
MKIS;Kissing;Kissing;Bf
MKLA;Klais;Klais;Bf
MKMR;Kolbermoor;Kolbermoor;Bf
MKMZ;Kellmünz;Kellmünz;Bf
MKO;Kirchseeon;Kirchseeon;Bf
MKP;Kempten (Allgäu) Hbf;Kempten (A) Hbf;Bf
MKRB;Krumbach (Schwab);Krumbach/S;Bf
MKZ;Kreuzstraße;Kreuzstraße;Bf
MKZB;Kreuzeckbahn;Kreuzeckbahn;NE-Hp
ML;München-Laim Pbf;Mü-Laim Pbf;Bft
MLA;Landshut (Bay) Hbf;Landshut/B Hbf;Bf
MLB;Langenbach (Oberbay);Langenbach (Obb);Bf
MLBG;Lindenberg (Allgäu);Lindenberg(Allg);Bf
MLDI;Landau (Isar);Landau (Isar);Bf
MLDL;Landl (Oberbay);Landl (Oberbay);Bf
MLEU;München Leuchtenbergring;Mü Leuchtenberg;Bft
MLF;Laufen (Oberbay);Laufen (Obb);Bf
MLFN;Langenneufnach;Langenneufnach;NE-Bf
MLG;Lenggries;Lenggries;Bf
MLH;Lohhof;Lohhof;Bf
MLI;Lindau-Insel;Lindau-Insel;Bft
MLIA;Lindau-Aeschach;Lindau-Aeschach;Bft
MLIB;Lindau(Bodensee);Lindau(Bodensee);Bf
MLIG;Lauingen;Lauingen;Bf
MLIR;Lindau-Reutin;Lindau-Reutin;Bft
MLL;Landsberg (Lech);Landsberg/Lech;Bf
MLLF;Lagerlechfeld;Lagerlechfeld;Bf
MLM;München-Laim;München-Laim;Bf
MLNW;Langenwang (Schwab);Langenwang/Schw;Bf
MLO;München-Lochhausen;Mü-Lochhausen;Bf
MLOI;Loiching;Loiching;Bf
MLR;München-Laim Rbf;Mü-Laim Rbf;Bf
MLR;München-Laim Rbf;Mü-Laim Rbf;Bft
MLR O;München-Laim Ost;Mü-Laim Ost;Bft
MLR W;München-Laim ICE WuA;Mü-Laim ICE WuA;Bft
MLWG;Lengenwang;Lengenwang;Bf
MM;Memmingen;Memmingen;Bf
MMA;Maisach;Maisach;Bf
MMA A;Maisach Abzw;Maisach Abzw;Bft
MMAL;München-Allach;München-Allach;Bf
MMAM;Mammendorf;Mammendorf;Bf
MMB;Moosburg;Moosburg;Bf
MMBH;München-Milbertshofen;Mü-Milbertshofen;Bf
MMCH;München-Moosach;München-Moosach;Bf
MMDL;Mündling;Mündling;Bf
MMDN;München Donnersbergerbrücke;Mü Donnersbgbr;Bf
MMEI;Meitingen;Meitingen;Bf
MMF;Mühldorf (Oberbay);Mühldorf (Obb);Bf
MMGH;Margertshausen;Margertshausen;NE-Hp
MMH;Mindelheim;Mindelheim;Bf
MMHG;München Hirschgarten;Mü Hirschgarten;Bft
MMIB;Miesbach;Miesbach;Bf
MMIK;Mirskofen;Mirskofen;Bf
MMIN;Mittelneufnach;Mittelneufnach;NE-Hp Anst
MMK;Marktl;Marktl;Bf
MMNG;Manching;Manching;Bf
MMO;Marktoberdorf;Marktoberdorf;Bf
MMOF;Marktoffingen;Marktoffingen;NE-Hp
MMR;Mering;Mering;Bf
MMRI;Moosrain;Moosrain;NE-Hp
MMSG;Massing;Massing;Bf
MMST;Münchsmünster;Münchsmünster;Bf
MMT;München-Mittersendling;Mü-Mittersendl;Bf
MMTA;Mitteralm;Mitteralm;NE-Hp
MMTG;Mertingen Bahnhof;Mertingen Bf;Bf
MMTN;Möttingen;Möttingen;Bf
MMU;Murnau;Murnau;Bf
MMW;Mittenwald;Mittenwald;Bf
MMWD;Markt Wald;Markt Wald;NE-Bf
MN;München Nord Rbf;Mü Nord Rbf;Bf
MN A;München Nord Rbf Ausfahrt;Mü Nord Rbf A;Bft
MN B;München Nord Rbf Betriebshof;Mü Nord Betrhof;Bft
MN D;München Nord Rbf Einfahrt Moosach;Mü Nord Einf D;Bft
MN E;München Nord Rbf Einfahrt;Mü Nord Rbf E;Bft
MN F;München Nord Rbf Forstweg;Mü Nord Rbf For;Bft
MN L;München Nord Rbf Lassallestraße;Mü Nord Rbf Lass;Bft
MN M;München Nord Rbf Mitte;Mü Nord Rbf Mi;Bft
MN R;München Nord Richtungsgruppe;Mü Nord Rbf Ri;Bft
MN S;München Nord Richtungsgruppe Süd;Mü Nord Rbf Ri S;Bft
MN T;München Nord Richtungsgruppe Mitte;Mü Nord Rbf Ri M;Bft
MNA;München-Neuaubing;Mü-Neuaubing;Bf
MNAR;Niederarnbach;Niederarnbach;Bf
MNB;Neubiberg;Neubiberg;Bf
MNBD;Neuburg (Donau);Neuburg (Donau);Bf
MND;Neustadt (Donau);Neustadt (Donau);Bf
MNEW;Nesselwang;Nesselwang;Bf
MNF;Neufahrn (b Freising);Neufahrn b Frei;Bf
MNFG;Neuoffingen;Neuoffingen;Bf
MNFN;Neufahrn (b Freising) Nord;Neufahrn Nord;Abzw
MNFO;Neufahrn (b Freising) Ost;Neufahrn Ost;Abzw
MNFR;Neufahrn (Niederbay);Neufahrn/Nbay;Bf
MNHL;Neuhausen (b Landshut);Neuhausen/Landsh;Anst
MNHN;Nonnenhorn;Nonnenhorn;Bf
MNL;Nördlingen;Nördlingen;Bf
MNLH;Niederlindhart;Niederlindhart;Bf
MNM;Neu-Ulm;Neu-Ulm;Bf
MNR;Neumarkt-St.Veit;Neumarkt-St.Veit;Bf
MNSG;Nersingen;Nersingen;Bf
MOBG;Obing;Obing;NE-Bf
MOET;Oettingen (Bay);Oettingen (Bay);NE-Hp Anst
MOF;Oberstdorf;Oberstdorf;Bf
MOH;Ohlstadt;Ohlstadt;Bf
MOL;Olching;Olching;Bf
MOM;Ostermünchen;Ostermünchen;Bf
MONF;Oberneufnach;Oberneufnach;NE-Hp
MONH;Ottenhofen (Oberbay);Ottenhofen/Obb;Bf
MOP;München Ost;München Ost;Bf
MOP F;München Ost Pbf Fernbahn;Mü Ost Fernbahn;Bft
MOP H;München Ost Hultschinerstraße;Mü O Hultschistr;Bft
MOP O;München Ost Berg am Laim;Mü Ost B am Laim;Bft
MOP R;München Ost Riedenburger Straße;Mü O Riedenb Str;Bft
MOP S;München Ost Pbf S-Bahn;Mü Ost S-Bahn;Bft
MOP W;München Ost Wendeanlage;Mü O Wendeanlage;Bft
MOR;München Ost Rbf;München Ost Rbf;Bft
MOSF;Oberstaufen;Oberstaufen;Bf
MOSM;Oberschleißheim;Oberschleißheim;Bf
MOTB;Ottobeuren;Ottobeuren;Bf
MOTW;Otting-Weilheim;Otting-Weilheim;Bf
MOU;Oberau;Oberau;Bf
MOYM;Oy-Mittelberg;Oy-Mittelberg;Bf
MP;München-Pasing;München-Pasing;Bf
MP N;München-Pasing Nord;Mü-Pasing Nord;Bft
MP P;München-Pasing Weiche 347;Mü-Pasing W 347;Bft
MP R;München-Pasing Weiche 352;Mü-Pasing W 352;Bft
MP W;München-Pasing West;Mü-Pasing West;Bft
MPB;München-Pasing Bbf;Mü-Pasing Bbf;Bf
MPBG;Peißenberg;Peißenberg;Bf
MPE;Petershausen (Oberbay);Petershsn/Obb;Bf
MPER;München-Perlach;München-Perlach;Bf
MPF;Pfaffenhofen (Ilm);Pfaffenhofen/Ilm;Bf
MPFD;Pfronten-Ried;Pfronten-Ried;Bf
MPFH;Pfaffenhausen;Pfaffenhausen;Bf
MPFS;Pfronten-Steinach;Pfronten-Stein;Bf
MPFT;Pfettrach;Pfettrach;Anst
MPG;München-Pasing Gbf;Mü-Pasing Gbf;Bft
MPGO;München-Pasing Ost;Mü-Pasing Ost;Bft
MPI;Piding;Piding;Bf
MPIC;Pirach;Pirach;Bf
MPKG;Pocking;Pocking;Bf
MPKI;Pfarrkirchen;Pfarrkirchen;Bf
MPM;Puchheim;Puchheim;Bf
MPN;Polling;Polling;Bf
MPR;Prien a Chiemsee;Prien a Chiemsee;Bf
MPTH;Pittenhart;Pittenhart;NE-Hp
MPTO;Peiting Ost;Peiting Ost;Bf
MPZ;Penzberg Pbf;Penzberg Pbf;Bf
MRA;Raubling;Raubling;Bf
MRBI;Rohrbach (Ilm);Rohrbach/Ilm;Bf
MRDD;Radersdorf;Radersdorf;Bf
MRDO;Rohrdorf (Oberbay);Rohrdorf/Obb;Bf
MRFD;Rohrenfeld;Rohrenfeld;Bf
MRFR;Riffelriss;Riffelriss;NE-Hp
MRFS;Reichertshofen (Schwab);Reichertshfn/Sch;NE-Hp
MRG;Rimsting;Rimsting;Awanst
MRI;München-Riem;München-Riem;Bf
MRI P;München-Riem Pbf;München-Riem Pbf;Bft
MRI W;München-Riem West;Mü-Riem West;Bft
MRIU;München-Riem Ubf;München-Riem Ubf;Bft
MRLM;Rotthalmünster;Rotthalmünster;Bf
MRM;Röhrmoos;Röhrmoos;Bf
MRN;Rain;Rain;Bf
MRNH;Rennertshofen;Rennertshofen;Bf
MRO;Rosenheim;Rosenheim;Bf
MROH;Rohrbach (Oberbay);Rohrbach (Obb);Bf
MRS;Reichertshausen (Ilm);Reichertshsn/Ilm;Bf
MRSN;Rühlingstetten;Rühlingstetten;NE-Hp
MRT;Rott (Inn);Rott (Inn);Bf
MRTA;Röthenbach (Allgäu);Röthenbach/Allg;Bf
MS;München Süd;München Süd;Bf
